KISO,5,41.1,23,221.1
KISP,6,45,24,225
KISP,10,90,28,270
KISP,15L,135,33R,315
KISP,15R,135,33L,315
KISQ,1,359,19,179
KISQ,10,90,28,270
KISW,2,20,20,200
KISW,11,116,29,296
KISW,18,176,36,356
KISZ,6,55,24,235
KITH,14,134,32,314
KITH,15,138,33,318
KITR,15,159.9,33,339.9
KIWA,12C,135.7,30C,315.7
KIWA,12L,135.7,30R,315.7
KIWA,12R,135.7,30L,315.7
KIWD,9,90.2,27,270.2
KIWH,9,89.3,27,269.3
KIWH,18,178.7,36,358.7
KIWI,7,51.4,25,231.4
KIWS,15,154.7,33,334.7
KIXA,2,,20,
KIXD,4,47,22,227
KIXD,18,180,36,360
KIYK,2,30.7,20,210.8
KIYK,10,115.5,28,295.5
KIYK,15,165.8,33,345.8
KIZA,8,98.3,26,278.3
KIZG,14,126.6,32,306.6
KJAC,1,19.5,19,199.5
KJAN,16L,158,34R,338
KJAN,16R,158,34L,338
KJAS,18,180.9,36,0.9
KJAU,5,45.7,23,225.7
KJAX,8,71,26,251
KJAX,14,131,32,311
KJBR,5,50.2,23,230.2
KJBR,13,134.6,31,314.6
KJCT,8,92.5,26,272.5
KJCT,17,180.2,35,0.2
KJDD,18,182.1,36,2.1
KJDN,10,115,28,295
KJEF,9,91,27,271
KJEF,12,123,30,303
KJER,9,100,27,280
KJES,11,99,29,279
KJFK,04L,31,22R,211
KJFK,04R,30.6,22L,210.6
KJFK,13L,121,31R,301
KJFK,13R,121,31L,301
KJFX,9,92,27,272
KJFZ,7,65.6,25,245.6
KJGG,13,120.5,31,300.5
KJHW,7,59,25,239
KJHW,13,119,31,299
KJKA,9,90,27,270
KJKA,17,175,35,355
KJKJ,12,116,30,296
KJKL,1,8,19,188
KJLN,5,50.4,23,230.4
KJLN,13,138,31,318
KJLN,18,182,36,2
KJMR,11,117,29,297
KJMR,17,172,35,352
KJMS,4,44.7,22,224.7
KJMS,13,134.8,31,314.8
KJNX,3,30,21,210
KJOT,4,44,22,224
KJOT,12,127,30,307
KJQF,2,10.5,20,190.5
KJSD,H1,,,
KJSD,H2,,,
KJSO,14,140,32,320
KJST,5,39.4,23,219.4
KJST,10,87,28,267
KJST,15,144.1,33,324.1
KJSV,17,180.3,35,0.3
KJVL,4,41.4,22,221.4
KJVL,14,134,32,314
KJVL,18,179.1,36,359.1
KJVY,14,138,32,318
KJVY,18,180,36,360
KJWG,17,180,35,360
KJWN,2,14.8,20,194.8
KJWY,18,184,36,4
KJXI,18,180.2,36,0.2
KJXN,6,50.8,24,230.8
KJXN,14,133.4,32,313.4
KJYG,15,150,33,330
KJYL,5,48,23,228
KJYL,10,100,28,280
KJYL,15,145.5,33,325.5
KJYM,10,94,28,274
KJYO,17,161,35,341
KJYR,5,53.8,23,233.8
KJYR,17,174.3,35,354.4
KJZI,4,32.2,22,212.2
KJZI,9,89.2,27,269.2
KJZP,16,159,34,339
KK02,2,17,20,197
KK06,18,178,36,358
KK09,4,32.2,22,212.2
KK15,14,142.3,32,322.3
KK16,6,47,24,227
KK19,1,12.2,19,192.2
KK20,6,59.3,24,239.3
KK20,14,138.9,32,318.9
KK22,3,31,21,211
KK24,17,175.4,35,355.4
KK32,16,165.4,34,345.4
KK33,17,167.5,35,347.5
KK36,15,162,33,342
KK38,17,180,35,360
KK39,2,18.3,20,198.3
KK44,4,45.8,22,225.8
KK44,17,178.6,35,358.6
KK49,3,47,21,227
KK49,17,182,35,2
KK51,1,23,19,203
KK51,13,139,31,319
KK51,16,170,34,350
KK52,9,91.9,27,271.9
KK57,18,181,36,1
KK58,2,29,20,209
KK58,14,151,32,331
KK59,16,173,34,353
KK61,4,45,22,225
KK61,8,91,26,271
KK61,17,179,35,359
KK62,3,27,21,207
KK74,12,118,30,298
KK75,2,26.3,20,206.3
KK75,12,126.3,30,306.3
KK77,12,133.8,30,313.8
KK79,17,181,35,1
KK81,3,38,21,218
KK81,15,153,33,333
KK82,14,151.1,32,331.1
KK82,17,180.3,35,0.3
KK83,1,14,19,194
KK83,12,124.2,30,304.2
KK88,1,13,19,193
KK88,17,174,35,354
KK89,2,20,20,200
KK94,17,177.2,35,357.2
KKB,E,,W,
KKI,E,,W,
KKI,NW,,SE,
KKIC,11,132.9,29,312.9
KKL,NW,,SE,
KKLS,12,140,30,320
KKNB,1,20.9,19,200.9
KKU,1,,19,
KL00,8,90,26,270
KL04,8,91.9,26,272
KL05,17,188.2,35,8.2
KL06,15,167.9,33,347.9
KL08,8,88.8,26,268.8
KL09,5,54.3,23,234.4
KL17,3,48.8,21,228.8
KL17,7,83.4,25,263.4
KL19,12,138.7,30,318.7
KL22,6,71.3,24,251.3
KL23,18,193.9,36,13.9
KL26,3,47.2,21,227.2
KL31,18,180,36,360
KL32,6,,24,
KL32,14,137.9,32,317.9
KL33,16,180,34,360
KL35,8,90,26,270
KL38,17,171,35,351
KL39,18,180.1,36,0.1
KL41,3,40.8,21,220.8
KL45,16,174.6,34,354.6
KL47,3,30.7,21,210.7
KL62,11,131.6,29,311.6
KL64,5,67.3,23,247.3
KL65,15,164.5,33,344.5
KL66,4,44.7,22,224.7
KL66,13,135.4,31,315.4
KL66,18,180,36,360
KL67,6,72.3,24,252.3
KL67,17,179.6,35,359.6
KL70,4,53,22,233
KL71,6,76,24,256
KL72,17,177,35,357
KL73,16,180,34,360
KL77,6,76,24,256
KL83,8,83.5,26,263.5
KL84,15,172,33,352
KL88,10,115.4,28,295.4
KL94,09L,105.9,27R,285.9
KL94,09R,106.5,27L,286.5
KLAA,8,89.6,26,269.6
KLAA,18,189.6,36,9.6
KLAF,5,47.3,23,227.3
KLAF,10,100,28,280
KLAL,5,45,23,225
KLAL,10,90,28,270
KLAM,9,102.4,27,282.4
KLAN,6,53,24,233
KLAN,10L,90.6,28R,270.6
KLAN,10R,90.6,28L,270.6
KLAR,3,45.6,21,225.6
KLAR,12,134.6,30,314.6
KLAS,01L,25,19R,205
KLAS,01R,25,19L,205
KLAS,08L,90,26R,270
KLAS,08R,90,26L,270
KLAW,17,176.9,35,356.9
KLAX,06L,83,24R,263
KLAX,06R,83,24L,263
KLAX,07L,83,25R,263
KLAX,07R,83,25L,263
KLBB,8,89.7,26,269.7
KLBB,17L,179.6,35R,359.6
KLBB,17R,179.7,35L,359.7
KLBE,3,19.6,21,199.6
KLBE,5,45.6,23,225.7
KLBF,12,126,30,306
KLBF,17,181.1,35,1.1
KLBL,4,45,22,225
KLBL,17,180,35,360
KLBO,9,91,27,271
KLBO,18,181.7,36,1.7
KLBR,17,173.8,35,353.8
KLBT,1,0.2,19,180.2
KLBT,5,45,23,225
KLBT,13,124.9,31,304.9
KLBX,17,180,35,360
KLCG,4,54,22,234
KLCG,13,136,31,316
KLCG,17,181.5,35,1.5
KLCH,5,51.8,23,231.8
KLCH,15,154.8,33,334.8
KLCI,8,67.5,26,247.5
KLCK,05L,45.3,23R,225.3
KLCK,05R,45.3,23L,225.3
KLCK,6,46,24,226
KLCQ,5,52,23,232
KLCQ,10,97,28,277
KLDJ,9,75.6,27,255.6
KLDM,1,2,19,182
KLDM,8,71,26,251
KLEB,7,59,25,239
KLEB,18,168,36,348
KLEE,3,35,21,215
KLEE,13,130,31,310
KLEM,11,125.9,29,305.9
KLEM,17,185,35,5
KLEW,4,24.3,22,204.3
KLEW,17,148,35,328
KLEX,4,42,22,222
KLEX,9,87,27,267
KLFI,8,67.6,26,247.6
KLFK,7,75,25,255
KLFK,15,160,33,340
KLFT,04L,38.6,22R,218.6
KLFT,04R,38.7,22L,218.7
KLFT,11,110,29,290
KLGA,4,32,22,212
KLGA,13,122,31,302
KLGA,H1,,H1,
KLGB,08L,90,26R,270
KLGB,08R,90,26L,270
KLGB,12,135,30,315
KLGB,16L,180.2,34R,0.2
KLGB,16R,179.9,34L,359.9
KLGC,3,24,21,204
KLGC,13,127,31,307
KLGD,12,135,30,315
KLGD,16,180,34,360
KLGF,6,76,24,256
KLGF,18,190.7,36,10.7
KLGU,5,64.1,23,244.1
KLGU,10,122,28,302
KLGU,17,183,35,3
KLHB,18,180,36,360
KLHM,15,165,33,345
KLHQ,10,94,28,274
KLHV,09L,82.3,27R,262.3
KLHV,09R,82.2,27L,262.2
KLHW,06L,50.6,24R,230.6
KLHW,06R,49,24L,229
KLHW,15L,140.6,33R,320.6
KLHW,15R,141,33L,321
KLHX,8,89.8,26,269.8
KLHX,12,135.2,30,315.2
KLHZ,5,41,23,221
KLIC,16,169.6,34,349.6
KLIT,04L,46.5,22R,226.5
KLIT,04R,46.5,22L,226.5
KLIT,18,181.5,36,1.5
KLIU,1,17.3,19,197.3
KLIU,13,135.6,31,315.6
KLJF,13,138.6,31,318.6
KLKP,14,127.1,32,307.1
KLKR,6,58.5,24,238.5
KLKU,9,82,27,262
KLKV,16,180,34,360
KLLJ,16,182,34,2
KLLN,8,91.6,26,271.6
KLLN,17,181.6,35,1.6
KLLQ,3,31.7,21,211.7
KLLR,11,128.5,29,308.5
KLLU,3,32.6,21,212.6
KLMO,11,123,29,303
KLMS,17,170,35,350
KLMT,1,24,19,204
KLMT,7,90,25,270
KLMT,14,158,32,338
KLNA,3,32,21,212
KLNA,9,92,27,272
KLNA,15,152,33,332
KLNC,13,140.3,31,320.3
KLND,3,42.4,21,222.4
KLNK,14,145,32,325
KLNK,17,180,35,360
KLNK,18,180,36,360
KLNL,5,46,23,226
KLNL,14,143,32,323
KLNN,5,44.6,23,224.6
KLNN,10,90.5,28,270.5
KLNP,6,56.2,24,236.2
KLNR,9,90,27,270
KLNR,18,179.6,36,359.6
KLNS,8,68,26,248
KLNS,13,119.3,31,299.3
KLOL,1,30.4,19,210.4
KLOL,7,90,25,270
KLOM,6,53,24,233
KLOT,2,13.7,20,193.7
KLOT,9,90,27,270
KLOU,6,60,24,240
KLOU,15,143,33,323
KLOZ,6,52,24,232
KLPC,7,91,25,271
KLPR,7,65,25,245
KLQK,5,43.8,23,223.8
KLQR,4,45.1,22,225.1
KLQR,12,135.3,30,315.3
KLQR,17,179.9,35,359.9
KLRD,14,147.3,32,327.3
KLRD,17L,182.6,35R,2.6
KLRD,17R,182.6,35L,2.6
KLRF,69,,249,
KLRF,7,71,25,251
KLRG,06W,,24W,
KLRG,17,147,35,327
KLRJ,18,188,36,8
KLRO,17,167.3,35,347.3
KLRU,4,54.6,22,234.6
KLRU,8,90,26,270
KLRU,12,135,30,315
KLRY,17,177,35,357
KLSB,1,21.1,19,201.1
KLSB,12,130.2,30,310.2
KLSE,4,36,22,216
KLSE,13,134,31,314
KLSE,18,179,36,359
KLSF,15,144.7,33,324.7
KLSK,10,115.5,28,295.5
KLSN,14,153.4,32,333.4
KLSV,03L,41,21R,221
KLSV,03R,41,21L,221
KLTS,17,180,35,360
KLTS,174,,354,
KLTS,17L,180,35R,360
KLTS,17R,180,35L,360
KLTY,7,85,25,265
KLTY,16,180,34,360
KLUD,17,172.4,35,352.4
KLUF,03L,42.6,21R,222.6
KLUF,03R,42.6,21L,222.6
KLUG,2,17.9,20,197.9
KLUK,03L,23,21R,203
KLUK,03R,21,21L,201
KLUK,7,62,25,242
KLUL,13,135,31,315
KLUM,9,91,27,271
KLUM,18,183.1,36,3.1
KLUX,8,67.9,26,247.9
KLVJ,14,144.7,32,324.7
KLVJ,14L,145,32R,325
KLVK,07L,91,25R,271
KLVK,07R,90.6,25L,270.6
KLVL,6,56.9,24,236.9
KLVL,18,172.5,36,352.5
KLVM,4,54.7,22,234.7
KLVM,8,95,26,275
KLVM,13,148.3,31,328.3
KLVN,12,118,30,298
KLVS,2,35,20,215
KLVS,14,152,32,332
KLWA,14,132,32,312
KLWA,5,44,23,224
KLWB,4,35.3,22,215.3
KLWC,1,19,19,199
KLWC,15,153,33,333
KLWL,1,27,19,207
KLWL,8,100.8,26,280.8
KLWM,5,38,23,218
KLWM,14,123,32,303
KLWS,8,99,26,279
KLWS,12,131,30,311
KLWT,2,38,20,218
KLWT,8,90,26,27
KLWT,12,140,30,320
KLWV,04U,,22U,
KLWV,9,89.4,27,269.4
KLWV,18,180,36,360
KLXL,13,131,31,311
KLXL,18,181.3,36,1.3
KLXN,1,18.2,19,198.2
KLXN,14,143.1,32,323.1
KLXT,11,113,29,293
KLXT,18,183,36,3
KLXV,16,170.3,34,350.3
KLXY,18,189,36,9
KLYH,4,27.8,22,207.8
KLYH,17,161.1,35,341.1
KLYO,14,146,32,326
KLYO,17L,180,35R,360
KLYO,17R,180,35L,360
KLYV,18,,36,
KLZD,13,120,31,300
KLZU,7,64,25,244
KLZZ,16,170.7,34,350.7
KM01,17,166.5,35,346.5
KM02,17,172.2,35,352.2
KM04,1,9,19,189
KM05,18,179,36,359
KM08,1,6.9,19,186.9
KM11,17,179,35,359
KM12,4,44.5,22,224.5
KM12,18,180,36,360
KM13,16,160,34,340
KM15,18,180,36,360
KM16,12,124,30,304
KM17,18,183,36,3
KM18,4,48,22,228
KM18,16,167.6,34,347.6
KM19,4,43.9,22,223.9
KM19,9,86,27,266
KM19,13,132,31,312
KM19,18,181,36,1
KM20,2,23,20,203
KM21,5,55.8,23,235.8
KM22,2,16,20,196
KM23,13,132,31,312
KM24,17,171,35,351
KM25,18,184,36,4
KM27,9,93,27,273
KM29,2,18.9,20,198.9
KM30,18,181,36,1
KM31,5,50.3,23,230.3
KM31,13,135.3,31,315.3
KM31,18,175.9,36,355.9
KM32,1,13.8,19,193.8
KM33,17,171.1,35,351.1
KM34,10,89,28,269
KM36,2,27,20,207
KM37,18,180,36,360
KM40,18,186.2,36,6.2
KM41,18,179.1,36,359.1
KM43,12,123,30,303
KM44,3,29,21,209
KM45,17,184,35,4
KM46,6,75,24,255
KM48,16,170,34,350
KM50,4,62,22,242
KM51,9,90,27,270
KM51,13,138,31,318
KM51,18,184,36,4
KM52,2,21.4,20,201.4
KM52,15,148.7,33,328.7
KM53,4,46,22,226
KM54,1,6.6,19,186.6
KM54,4,46.3,22,226.3
KM55,17,165,35,345
KM59,18,180,36,360
KM60,9,91,27,271
KM65,16,168.2,34,348.2
KM66,17,175.3,35,355.3
KM70,18,180.8,36,0.8
KM71,9,92,27,272
KM72,18,176,36,356
KM73,10,105.6,28,285.6
KM73,18,180.5,36,0.5
KM75,8,84.7,26,264.7
KM77,1,12,19,192
KM78,4,38,22,218
KM79,9,92,27,272
KM79,18,181.9,36,1.9
KM80,17,175,35,355
KM80,18,182,36,2
KM83,18,180,36,360
KM85,15,150.1,33,330.1
KM88,4,38,22,218
KM89,4,42.1,22,222.1
KM90,15,161,33,341
KM91,4,33.6,22,213.6
KM93,8,72,26,252
KM94,10,116,28,296
KM95,18,182,36,2
KM99,17,179,35,359
KMAC,10,96,28,276
KMAC,15,147,33,327
KMAE,7,90,25,270
KMAE,12,135,30,315
KMAF,4,54,22,234
KMAF,10,114,28,294
KMAF,16L,177,34R,357
KMAF,16R,175,34L,355
KMAI,4,40,22,220
KMAI,8,82,26,262
KMAI,08L,82,26R,262
KMAI,14,140,32,320
KMAI,18,180,36,0
KMAI,18R,179,36L,359
KMAL,5,37.9,23,217.9
KMAL,14,128.1,32,308.1
KMAO,4,34.6,22,214.6
KMAW,4,45.6,22,225.6
KMAW,14,136,32,316
KMAW,18,180.6,36,0.6
KMB,17,,35,
KMBG,12,126.8,30,306.8
KMBG,17,180,35,360
KMBL,9,91,27,271
KMBL,18,181,36,1
KMBO,17,175,35,355
KMBS,5,45.5,23,225.5
KMBS,14,135.7,32,315.7
KMBT,18,183,36,3
KMBY,5,53,23,233
KMBY,13,130,31,310
KMCB,15,156,33,336
KMCC,16,179.7,34,359.7
KMCD,8,75.3,26,255.3
KMCE,12,138.6,30,318.6
KMCF,4,40.5,22,220.5
KMCI,01L,12.9,19R,192.9
KMCI,01R,12.9,19L,192.9
KMCI,9,96.1,27,276.1
KMCK,4,46,22,226
KMCK,12,131.5,30,311.5
KMCK,17,181.5,35,1.5
KMCN,5,48,23,228
KMCN,13,130,31,310
KMCO,17L,179.5,35R,359.5
KMCO,17R,179,35L,359
KMCO,18L,179,36R,359
KMCO,18R,179,36L,359
KMCW,12,124.9,30,304.9
KMCW,18,179.9,36,359.9
KMCX,18,178.8,36,358.8
KMCZ,3,23.6,21,203.6
KMDA,13,134,31,314
KMDA,17,180,35,360
KMDD,7,75,25,255
KMDD,16,164.9,34,344.9
KMDF,17,180.1,35,0.1
KMDH,6,60.6,24,240.6
KMDH,18L,181.2,36R,1.2
KMDH,18R,181.2,36L,1.2
KMDQ,18,181,36,1
KMDS,3,33.9,21,213.9
KMDS,15,153.7,33,333.7
KMDT,13,116.8,31,296.8
KMDW,04L,43,22R,223
KMDW,04R,43,22L,223
KMDW,13C,134,31C,314
KMDW,13L,134,31R,314
KMDW,13R,134,31L,314
KMDZ,9,89,27,269
KMDZ,16,156,34,336
KMEB,5,45.8,23,225.8
KMEB,13,135.2,31,315.2
KMEI,1,9,19,189
KMEI,4,44,22,224
KMEJ,8,90,26,270
KMEJ,17,176,35,356
KMEM,9,92,27,272
KMEM,18C,179,36C,359
KMEM,18L,179,36R,359
KMEM,18R,179,36L,359
KMER,13,141,31,321
KMEV,12,135,30,315
KMEV,12G,,30G,
KMEV,16,180,34,360
KMEY,2,24.1,20,204.1
KMEZ,9,91.3,27,271.3
KMEZ,17,174,35,354
KMF,14,,32,
KMFD,5,46.9,23,226.9
KMFD,14,136.9,32,316.9
KMFE,13,140.6,31,320.6
KMFE,18,188.7,36,8.7
KMFI,4,46.9,22,226.9
KMFI,16,158.6,34,338.6
KMFR,9,113,27,293
KMFR,14,159,32,339
KMFV,3,23,21,203
KMGC,2,20,20,200
KMGE,11,106.2,29,286.2
KMGE,110,,290,
KMGG,04W,,22W,
KMGG,10,102,28,282
KMGJ,4,22,22,202
KMGJ,8,66,26,246
KMGM,3,33,21,213
KMGM,10,96,28,276
KMGN,10,96,28,276
KMGR,4,39,22,219
KMGR,16,159.3,34,339.3
KMGW,5,44.9,23,224.9
KMGW,18,172.4,36,352.4
KMGY,2,22,20,202
KMHE,12,134.4,30,314.4
KMHE,17,179.6,35,359.6
KMHK,3,40,21,220
KMHK,13,142,31,322
KMHL,9,95,27,275
KMHL,18,181,36,1
KMHP,10,93,28,273
KMHR,04L,54.2,22R,234.2
KMHR,04R,53.6,22L,233.6
KMHT,6,42,24,222
KMHT,17,157,35,337
KMHV,4,52,22,232
KMHV,8,90,26,270
KMHV,12,135,30,315
KMIA,08L,87.4,26R,267.4
KMIA,08R,87,26L,267
KMIA,9,87,27,267
KMIA,12,119,30,299
KMIB,11,125,29,305
KMIC,06L,53,24R,233
KMIC,06R,53,24L,233
KMIC,14L,142,32R,322
KMIC,14R,142,32L,322
KMIE,2,15.8,20,195.8
KMIE,14,136,32,316
KMIO,17,180,35,360
KMIT,12,133,30,313
KMIT,17,180,35,360
KMIV,10,90,28,270
KMIV,14,135.1,32,315.1
KMIW,12,127.2,30,307.2
KMIW,18,183.5,36,3.5
KMJD,18,180,36,360
KMJQ,4,48,22,228
KMJQ,13,139,31,319
KMJX,6,49.7,24,229.7
KMJX,14,128,32,308
KMKA,15,158,33,338
KMKC,1,12.7,19,192.7
KMKC,3,38.4,21,218.4
KMKE,01L,7,19R,187
KMKE,01R,7.2,19L,187.2
KMKE,07L,71,25R,251
KMKE,07R,72,25L,252
KMKE,13,132,31,312
KMKG,6,56.4,24,236.4
KMKG,14,137.4,32,317.4
KMKJ,8,73.2,26,253.2
KMKL,2,22.2,20,202.2
KMKL,11,112.3,29,292.3
KMKN,17,180,35,360
KMKO,4,46.6,22,226.6
KMKO,13,136.6,31,316.6
KMKO,18,180,36,360
KMKS,5,42.8,23,222.8
KMKT,4,47.2,22,227.2
KMKT,15,154.6,33,334.7
KMKV,4,36.6,22,216.6
KMKY,17,168,35,348
KMLB,5,42,23,222
KMLB,09L,87,27R,267
KMLB,09R,87,27L,267
KMLC,2,20,20,200
KMLD,16,180,34,360
KMLE,12,128.9,30,308.9
KMLF,16,180,34,360
KMLI,5,49,23,229
KMLI,9,90.9,27,270.9
KMLI,13,128.2,31,308.2
KMLJ,10,91,28,271
KMLS,4,52,22,232
KMLS,12,135,30,315
KMLT,11,90.4,29,270.4
KMLT,16,139,34,319
KMLU,4,45,22,225
KMLU,14,140,32,320
KMLU,18,180,36,360
KMM,13,131.6,31,311.6
KMMH,9,109,27,289
KMMI,2,18.6,20,198.6
KMMK,18,161.7,36,341.8
KMML,2,28,20,208
KMML,12,130,30,310
KMMS,2,17,20,197
KMMT,5,44.5,23,224.5
KMMT,14,134,32,314
KMMT,18,181.8,36,1.8
KMMU,5,36.1,23,216.1
KMMU,13,113.9,31,293.9
KMMV,4,57,22,237
KMMV,17,186,35,6
KMNF,10,99,28,279
KMNI,2,12.1,20,192.1
KMNM,3,31,21,211
KMNM,14,140,32,320
KMNN,7,59.9,25,239.9
KMNN,13,119.9,31,299.9
KMNV,5,43.8,23,223.8
KMNZ,18,189,36,9
KMO1,14,146.3,32,326.3
KMO3,1,16.4,19,196.4
KMO6,15,154,33,334
KMO8,18,181.3,36,1.3
KMOB,14,144,32,324
KMOB,18,180,36,360
KMOD,10L,124.2,28R,304.2
KMOD,10R,124.2,28L,304.2
KMOP,5,57,23,237
KMOP,9,91,27,271
KMOR,5,49.4,23,229.4
KMOT,8,90.3,26,270.3
KMOT,13,138.4,31,318.4
KMOX,4,49,22,229
KMOX,14,144,32,324
KMPE,18,185.3,36,5.3
KMPG,6,51.6,24,231.6
KMPI,8,100,26,280
KMPJ,3,29,21,209
KMPO,5,36.6,23,216.6
KMPO,13,115.3,31,295.3
KMPR,8,90,26,270
KMPR,18,186,36,6
KMPV,5,32.3,23,212.3
KMPV,17,152,35,332
KMPZ,3,31,21,211
KMPZ,15,152.5,33,332.5
KMQB,9,90.1,27,270.1
KMQB,18,180.1,36,0.1
KMQI,5,38,23,218
KMQI,17,158,35,338
KMQJ,7,69.9,25,249.9
KMQJ,16,160.1,34,340.1
KMQS,11,101.7,29,281.7
KMQW,3,23,21,203
KMQY,1,4.1,19,184.1
KMQY,14,139.1,32,319.1
KMRB,8,71,26,251
KMRB,17,160.6,35,340.6
KMRC,6,53.7,24,233.7
KMRC,17,170,35,350
KMRF,3,45.3,21,225.3
KMRF,8,90,26,270
KMRF,12,135.3,30,315.3
KMRH,3,25.2,21,205.2
KMRH,8,68,26,248
KMRH,14,132.7,32,312.7
KMRJ,4,41,22,221
KMRJ,11,110.7,29,290.7
KMRN,3,23.6,21,203.6
KMRT,9,83,27,263
KMRY,10L,112.8,28R,292.8
KMRY,10R,112.8,28L,292.8
KMSL,11,114,29,294
KMSL,18,181,36,1
KMSN,3,28.8,21,208.8
KMSN,14,137,32,317
KMSN,18,181.9,36,1.9
KMSO,7,89,25,269
KMSO,11,130,29,310
KMSP,4,45,22,225
KMSP,12L,121.3,30R,301.3
KMSP,12R,121.3,30L,301.3
KMSP,17,169.5,35,349.5
KMSS,5,31,23,211
KMSS,9,76,27,256
KMSV,15,143,33,323
KMSY,2,15,20,195
KMSY,6,60.4,24,240.4
KMSY,11,106,29,286
KMT,16,,34,
KMTC,1,1.5,19,181.5
KMTH,7,67,25,247
KMTJ,13,139.4,31,319.4
KMTJ,17,179.8,35,359.8
KMTN,15,135,33,315
KMTO,6,60.1,24,240.1
KMTO,11,113,29,293
KMTO,18,175.6,36,355.6
KMTP,6,47,24,227
KMTV,12,118,30,298
KMTW,7,70,25,250
KMTW,17,170,35,350
KMUI,7,59.6,25,239.6
KMUL,4,45,22,225
KMUL,14,135,32,315
KMUL,18,180,36,360
KMUO,7,90,25,270
KMUO,12,135,30,315
KMUT,6,58,24,238
KMUT,12,125,30,305
KMVC,3,30,21,210
KMVE,3,40,21,220
KMVE,14,142.8,32,322.8
KMVI,2,28.6,20,208.6
KMVI,10,118,28,298
KMVI,16,172.4,34,352.4
KMVL,1,358.3,19,178.3
KMVM,18,157.3,36,337.3
KMVN,5,50,23,230
KMVN,15,150,33,330
KMVY,1,355.6,19,175.6
KMVY,6,41,24,221
KMVY,15,131,33,311
KMWA,2,22.7,20,202.7
KMWA,11,107.7,29,287.7
KMWC,04L,36,22R,216
KMWC,04R,36,22L,216
KMWC,15L,146,33R,326
KMWC,15R,145,33L,325
KMWH,4,54,22,234
KMWH,9,108.2,27,288.2
KMWH,14L,162,32R,342
KMWH,14R,162,32L,342
KMWH,18,198,36,18
KMWK,18,173.3,36,353.3
KMWL,13,135.6,31,315.6
KMWL,17,180.6,35,0.6
KMWM,17,180,35,360
KMWO,5,49.4,23,229.4
KMWO,8,85,26,265
KMXA,18,180,36,360
KMXF,7,7,187,187
KMXF,15,148,33,328
KMXO,9,90,27,270
KMXO,15,153.8,33,333.8
KMY,N,,S,
KMYF,5,65,23,245
KMYF,10L,115,28R,295
KMYF,10R,115,28L,295
KMYJ,6,66,24,246
KMYJ,18,181.7,36,1.7
KMYL,16,179,34,359
KMYR,18,168,36,348
KMYV,5,67,23,247
KMYV,14,156.8,32,336.8
KMYZ,2,34,20,214
KMYZ,15,161,33,341
KMZH,4,39,22,219
KMZJ,8,90,26,270
KMZJ,12,134.6,30,314.6
KMZZ,4,37.6,22,217.6
KMZZ,15,150.4,33,330.4
KN03,6,46.2,24,226.2
KN06,15,136,33,316
KN12,6,47.2,24,227.2
KN13,8,73,26,253
KN14,1,7.7,19,187.7
KN19,4,53,22,233
KN19,8,94,26,274
KN23,7,58,25,238
KN24,17,180.2,35,0.2
KN27,5,35,23,215
KN35,1,357.8,19,177.8
KN35,6,56.7,24,236.7
KN37,1,360,19,180
KN37,15,138,33,318
KN38,10,91,28,271
KN40,7,54.2,25,234.2
KN47,8,67,26,247
KN51,4,29.4,22,209.4
KN51,13,119,31,299
KN52,4,38,22,218
KN53,8,67,26,247
KN57,6,45.6,24,225.6
KN58,5,65,23,245
KN58,15,163,33,343
KN59,2,35.5,20,215.5
KN59,7,90.5,25,270.5
KN59,17,184.5,35,4.5
KN66,6,44,24,224.1
KN68,6,48,24,228
KN69,6,47,24,227
KN71,10,85,28,265
KN73,5,38,23,218
KN79,8,72.4,26,252.4
KN81,3,16.1,21,196.1
KN82,5,38,23,218
KN82,9,78,27,258
KN82,14,128,32,308
KN82,18,175,36,355
KN87,11,95.5,29,275.5
KN89,4,35,22,215
KN94,10,91.7,28,271.7
KN96,7,56,25,236
KN98,9,93,27,273
KNBC,5,41.8,23,221.8
KNBC,10,90,28,270
KNBC,14,135.2,32,315.2
KNBC,18,180,36,360
KNBG,4,44.2,22,224.2
KNBG,14,140.5,32,320.5
KNBJ,9,90,27,270
KNBJ,15,152,33,332
KNCA,1,360,19,180
KNCA,5,45,23,225
KNDY,16,159,34,339
KNDZ,5,47,23,227
KNDZ,9,90,27,270
KNDZ,14,137,32,317
KNDZ,18,180,36,360
KNEL,6,50.5,24,230.5
KNEL,15,140.5,33,320.5
KNEN,12,12,30,288
KNEW,9,89,27,269
KNEW,18L,179,36R,359
KNEW,18R,179,36L,359
KNFD,4,47,22,227
KNFD,10,109,28,289
KNFD,16,166,34,346
KNFE,5,45.5,23,225.5
KNFG,3,44.7,21,224.7
KNFJ,4,45,22,225
KNFJ,11,113.6,29,293.6
KNFJ,18,180,36,360
KNFL,7,87.8,25,267.8
KNFL,13L,145.2,31R,325.2
KNFL,13R,145.2,31L,325.2
KNFW,17,180.5,35,0.5
KNGP,4,45,22,225
KNGP,13L,135,31R,315
KNGP,13R,135,31L,315
KNGP,17,180,35,360
KNGS,5,46,23,226
KNGS,9,91,27,271
KNGS,14,136,32,316
KNGS,18,180,36,360
KNGU,10,90,28,270
KNGW,13,133,31,313
KNGW,17,178.9,35,358.9
KNHK,2,8.1,20,188.1
KNHK,6,49.1,24,229.1
KNHK,14,126,32,306
KNHL,4,43,22,223
